Id,Gid,Name,Geometry,Category,Description,Style,Property,Coordinates
22730827572,dzb7OLP7lgs,エムケイ観光バス株式会社大阪営業所,"{'Type': 'point', 'Coordinates': '135.629357500000,34.507929166667'}",[],,[],"{'Uid': '05e166f46813a5037a06266f9761edc9bd7c30a1', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'エムケイカンコウバスオオサカエイギョウショ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府南河内郡河南町大字一須賀７８０−１', 'GovernmentCode': '27382', 'AddressMatchingLevel': '6', 'Tel1': '0721-90-4184', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}, {'Code': '0307001', 'Name': '旅行代理店'}, {'Code': '0307002', 'Name': '観光案内'}], 'Station': [], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.629357500000,34.507929166667"
22730828386,AktQnBygwKE,奈良観光バス株式会社　大阪営業所,"{'Type': 'point', 'Coordinates': '135.492459722222,34.726877222222'}",[],,[],"{'Uid': '2adde4393c94369e214b418ff3fe4923e44f7da9', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ナラカンコウバスオオサカエイギョウショ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市淀川区木川東３丁目６−２９', 'GovernmentCode': '27123', 'AddressMatchingLevel': '6', 'Tel1': '06-6390-0635', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26207', 'SubId': '2620701', 'Name': '南方(大阪府)', 'Railway': '阪急電鉄', 'Exit': '出口1', 'ExitId': '12026', 'Distance': '767', 'Time': '9'}, {'Id': '26108', 'SubId': '2610801', 'Name': '西中島南方', 'Railway': '大阪市営御堂筋線', 'Exit': '2', 'ExitId': '11546', 'Distance': '790', 'Time': '9'}, {'Id': '25978', 'SubId': '2597801', 'Name': '新大阪', 'Railway': '大阪市営御堂筋線', 'Exit': '6', 'ExitId': '10698', 'Distance': '1168', 'Time': '14'}], 'SmartPhoneCouponFlag': 'false'}","135.492459722222,34.726877222222"
22730828387,AktQnBygwKE,奈良観光バス株式会社　大阪営業所,"{'Type': 'point', 'Coordinates': '135.492459722222,34.726877222222'}",[],,[],"{'Uid': '326e67a3c2d1222165e431f596cee15a3189fe1e', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ナラカンコウバスオオサカエイギョウショ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市淀川区木川東３丁目６−２９', 'GovernmentCode': '27123', 'AddressMatchingLevel': '6', 'Tel1': '06-6390-0636', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26108', 'SubId': '2610801', 'Name': '西中島南方', 'Railway': '大阪市営御堂筋線', 'Exit': '1', 'ExitId': '11545', 'Distance': '604', 'Time': '7'}, {'Id': '26108', 'SubId': '2610801', 'Name': '西中島南方', 'Railway': '大阪市営御堂筋線', 'Exit': '2', 'ExitId': '11546', 'Distance': '755', 'Time': '9'}, {'Id': '26207', 'SubId': '2620701', 'Name': '南方(大阪府)', 'Railway': '阪急電鉄', 'Exit': '出口1', 'ExitId': '12026', 'Distance': '764', 'Time': '9'}], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.492459722222,34.726877222222"
22730885789,qrrr92o4dys,近鉄バス株式会社　観光営業課,"{'Type': 'point', 'Coordinates': '135.570706666667,34.668566111111'}",[],,[],"{'Uid': '034b9db9bb040cde63b20e54dec8eb630fb6a8fe', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'キンテツバスカンコウエイギョウカ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府東大阪市長栄寺１９−１７', 'GovernmentCode': '27227', 'AddressMatchingLevel': '6', 'Tel1': '06-6781-0711', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '25881', 'SubId': '2588101', 'Name': '河内永和', 'Railway': '近畿日本鉄道', 'Exit': '出口1', 'ExitId': '10238', 'Distance': '638', 'Time': '7'}, {'Id': '29603', 'SubId': '2960301', 'Name': 'ＪＲ河内永和', 'Railway': 'JR在来線', 'Exit': '出口', 'ExitId': '17257', 'Distance': '664', 'Time': '8'}, {'Id': '25881', 'SubId': '2588101', 'Name': '河内永和', 'Railway': '近畿日本鉄道', 'Exit': '出口2', 'ExitId': '10239', 'Distance': '705', 'Time': '8'}], 'SmartPhoneCouponFlag': 'false'}","135.570706666667,34.668566111111"
22730886601,ZvrN9MJAsUk,都島自動車株式会社　観光部,"{'Type': 'point', 'Coordinates': '135.530551111111,34.720273888889'}",[],,[],"{'Uid': '98f0dbfd59f9f109e6b9a148b56d84d2b0a9f0c6', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ミヤコジマジドウシャカンコウブ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市都島区友渕町３丁目４−１４', 'GovernmentCode': '27102', 'AddressMatchingLevel': '6', 'Tel1': '06-6921-2236', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '5', 'ExitId': '12047', 'Distance': '1427', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '1', 'ExitId': '12043', 'Distance': '1481', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '4', 'ExitId': '12046', 'Distance': '1482', 'Time': '17'}], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.530551111111,34.720273888889"
22730886602,ZvrN9MJAsUk,都島自動車株式会社　観光部,"{'Type': 'point', 'Coordinates': '135.530551111111,34.720273888889'}",[],,[],"{'Uid': '543f6338441a997aa389965e3355a3ff9382a04a', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ミヤコジマジドウシャカンコウブ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市都島区友渕町３丁目４−１４', 'GovernmentCode': '27102', 'AddressMatchingLevel': '6', 'Tel1': '06-6921-2237', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '5', 'ExitId': '12047', 'Distance': '1427', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '1', 'ExitId': '12043', 'Distance': '1481', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '4', 'ExitId': '12046', 'Distance': '1482', 'Time': '17'}], 'SmartPhoneCouponFlag': 'false'}","135.530551111111,34.720273888889"
22730886603,lhojQsJAsUk,都島自動車株式会社　本社,"{'Type': 'point', 'Coordinates': '135.530551111111,34.720273888889'}",[],,[],"{'Uid': 'ec5d45a6cd002717894e0977ef4db4c7bf0b8ea3', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ミヤコジマジドウシャホンシャ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市都島区友渕町３丁目４−１４', 'GovernmentCode': '27102', 'AddressMatchingLevel': '6', 'Tel1': '06-6921-2272', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '5', 'ExitId': '12047', 'Distance': '1403', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '1', 'ExitId': '12043', 'Distance': '1474', 'Time': '18'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '4', 'ExitId': '12046', 'Distance': '1478', 'Time': '18'}], 'SmartPhoneCouponFlag': 'false'}","135.530551111111,34.720273888889"
22730886604,z2poosJAsUk,都島自動車株式会社　計算請求係,"{'Type': 'point', 'Coordinates': '135.530551111111,34.720273888889'}",[],,[],"{'Uid': 'eb53b1fa8efc13f53101b9fac38834d4cf9221eb', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ミヤコジマジドウシャケイサンセイキュウガカリ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市都島区友渕町３丁目４−１４', 'GovernmentCode': '27102', 'AddressMatchingLevel': '6', 'Tel1': '06-6921-2273', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '5', 'ExitId': '12047', 'Distance': '1403', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '1', 'ExitId': '12043', 'Distance': '1474', 'Time': '18'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '4', 'ExitId': '12046', 'Distance': '1478', 'Time': '18'}], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.530551111111,34.720273888889"
22730886605,vziNocJAsUk,都島自動車株式会社　会計係,"{'Type': 'point', 'Coordinates': '135.530551111111,34.720273888889'}",[],,[],"{'Uid': '8cd40bb6f746e49b8d163207e782c10a6daecf8a', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ミヤコジマジドウシャカイケイガカリ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市都島区友渕町３丁目４−１４', 'GovernmentCode': '27102', 'AddressMatchingLevel': '6', 'Tel1': '06-6921-2274', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '5', 'ExitId': '12047', 'Distance': '1403', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '1', 'ExitId': '12043', 'Distance': '1474', 'Time': '18'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '4', 'ExitId': '12046', 'Distance': '1478', 'Time': '18'}], 'SmartPhoneCouponFlag': 'false'}","135.530551111111,34.720273888889"
22730886606,QtjIlMJAsUk,都島自動車株式会社　総務忘れ物係,"{'Type': 'point', 'Coordinates': '135.530551111111,34.720273888889'}",[],,[],"{'Uid': '9c69f92e2333df98ff625928f9184aec56d7a025', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ミヤコジマジドウシャソウムワスレモノガカリ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市都島区友渕町３丁目４−１４', 'GovernmentCode': '27102', 'AddressMatchingLevel': '6', 'Tel1': '06-6921-2275', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '5', 'ExitId': '12047', 'Distance': '1403', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '1', 'ExitId': '12043', 'Distance': '1474', 'Time': '18'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '4', 'ExitId': '12046', 'Distance': '1478', 'Time': '18'}], 'SmartPhoneCouponFlag': 'false'}","135.530551111111,34.720273888889"
22730886607,KjqLAMJAsUk,都島自動車株式会社　タクシー運輸部,"{'Type': 'point', 'Coordinates': '135.530551111111,34.720273888889'}",[],,[],"{'Uid': '8b1390616ac31fa82dd0b0eae3e60ec20ecfc8ff', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ミヤコジマジドウシャタクシーウンユブ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市都島区友渕町３丁目４−１４', 'GovernmentCode': '27102', 'AddressMatchingLevel': '6', 'Tel1': '06-6921-2279', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '5', 'ExitId': '12047', 'Distance': '1403', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '1', 'ExitId': '12043', 'Distance': '1474', 'Time': '18'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '4', 'ExitId': '12046', 'Distance': '1478', 'Time': '18'}], 'SmartPhoneCouponFlag': 'false'}","135.530551111111,34.720273888889"
22730886608,ZvrN9MJAsUk,都島自動車株式会社　観光部,"{'Type': 'point', 'Coordinates': '135.530551111111,34.720273888889'}",[],,[],"{'Uid': '52b60510940fdf37a9e22aebb7dad4142ac298ed', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ミヤコジマジドウシャカンコウブ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市都島区友渕町３丁目４−１４', 'GovernmentCode': '27102', 'AddressMatchingLevel': '6', 'Tel1': '06-6928-0818', 'Genre': [{'Code': '0306001', 'Name': 'タクシー'}, {'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '5', 'ExitId': '12047', 'Distance': '1403', 'Time': '17'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '1', 'ExitId': '12043', 'Distance': '1474', 'Time': '18'}, {'Id': '26213', 'SubId': '2621301', 'Name': '都島', 'Railway': '大阪市営谷町線', 'Exit': '4', 'ExitId': '12046', 'Distance': '1478', 'Time': '18'}], 'SmartPhoneCouponFlag': 'false'}","135.530551111111,34.720273888889"
22730897789,du9dhbOc_WU,有限会社はごろも交通,"{'Type': 'point', 'Coordinates': '135.480462777778,34.512315555556'}",[],,[],"{'Uid': '44625316bd42c8d23075903059a7a6a7f3c68dff', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ハゴロモコウツウ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府堺市西区草部１２７５−６', 'GovernmentCode': '27144', 'AddressMatchingLevel': '6', 'Tel1': '072-260-5188', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [], 'SmartPhoneCouponFlag': 'false'}","135.480462777778,34.512315555556"
22730901765,4cZF8rg-ddM,大阪観光バス株式会社,"{'Type': 'point', 'Coordinates': '135.570990000000,34.673946111111'}",[],,[],"{'Uid': 'a52a65ff54b05af29902f6ddce90b8831b05c115', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'オオサカカンコウバス', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府東大阪市高井田中３丁目６−２１', 'GovernmentCode': '27227', 'AddressMatchingLevel': '6', 'Tel1': '06-4308-0010', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26015', 'SubId': '2601501', 'Name': '高井田(大阪市営)', 'Railway': '大阪市営中央線', 'Exit': '1', 'ExitId': '10858', 'Distance': '577', 'Time': '6'}, {'Id': '29602', 'SubId': '2960201', 'Name': '高井田中央', 'Railway': 'JR在来線', 'Exit': '出口', 'ExitId': '17256', 'Distance': '865', 'Time': '10'}, {'Id': '26015', 'SubId': '2601501', 'Name': '高井田(大阪市営)', 'Railway': '大阪市営中央線', 'Exit': '2', 'ExitId': '10859', 'Distance': '908', 'Time': '10'}], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.570990000000,34.673946111111"
22730912490,5ylfBwzp-3g,株式会社歓喜旅行サービス,"{'Type': 'point', 'Coordinates': '135.513843888889,34.601756111111'}",[],,[],"{'Uid': 'da56b3b2bc976e41dc289957d9eb8b6f052deffd', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'カンキリョコウサービス', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市住吉区苅田３丁目１２−１６', 'GovernmentCode': '27120', 'AddressMatchingLevel': '6', 'Tel1': '06-6691-0088', 'Genre': [{'Code': '0306004', 'Name': 'バス'}, {'Code': '0307001', 'Name': '旅行代理店'}, {'Code': '0307002', 'Name': '観光案内'}], 'Station': [{'Id': '25806', 'SubId': '2580601', 'Name': 'あびこ', 'Railway': '大阪市営御堂筋線', 'Exit': '1', 'ExitId': '9783', 'Distance': '322', 'Time': '4'}, {'Id': '25806', 'SubId': '2580601', 'Name': 'あびこ', 'Railway': '大阪市営御堂筋線', 'Exit': '2', 'ExitId': '9784', 'Distance': '351', 'Time': '4'}, {'Id': '25806', 'SubId': '2580601', 'Name': 'あびこ', 'Railway': '大阪市営御堂筋線', 'Exit': '3', 'ExitId': '9785', 'Distance': '465', 'Time': '5'}], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.513843888889,34.601756111111"
22730913249,UrStYG_xP0-,親栄観光バス,"{'Type': 'point', 'Coordinates': '135.395782500000,34.440789444444'}",[],,[],"{'Uid': '51663ef605ef40ba6beade410d55463b2e9160c8', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'シンエイカンコウバス', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府岸和田市神須屋町３２２', 'GovernmentCode': '27202', 'AddressMatchingLevel': '6', 'Tel1': '072-427-6655', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26139', 'SubId': '2613901', 'Name': '東岸和田', 'Railway': 'JR在来線', 'Exit': '出口', 'ExitId': '11826', 'Distance': '1414', 'Time': '17'}], 'SmartPhoneCouponFlag': 'false'}","135.395782500000,34.440789444444"
22730913506,stKs57RTOwA,株式会社エンゼル観光,"{'Type': 'point', 'Coordinates': '135.461076666667,34.609832500000'}",[],,[],"{'Uid': '0a31f4ff1e52b7d2830a6c5055594a0eccf67f57', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'エンゼルカンコウ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市住之江区新北島７丁目１−３３', 'GovernmentCode': '27125', 'AddressMatchingLevel': '6', 'Tel1': '06-6684-5155', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26159', 'SubId': '2615901', 'Name': '平林(大阪府)', 'Railway': 'ニュートラム', 'Exit': '1', 'ExitId': '11883', 'Distance': '272', 'Time': '3'}, {'Id': '26159', 'SubId': '2615901', 'Name': '平林(大阪府)', 'Railway': 'ニュートラム', 'Exit': '2', 'ExitId': '11884', 'Distance': '282', 'Time': '3'}, {'Id': '25990', 'SubId': '2599001', 'Name': '住之江公園', 'Railway': '大阪市営四つ橋線/大阪市営南港ポートタウン線', 'Exit': '3(大阪市営南港ポートタウン線側)', 'ExitId': '10794', 'Distance': '1137', 'Time': '14'}], 'SmartPhoneCouponFlag': 'false'}","135.461076666667,34.609832500000"
22730915808,FY9kbWQUebI,近畿バス株式会社,"{'Type': 'point', 'Coordinates': '135.522718055556,34.604178055556'}",[],,[],"{'Uid': '6cc72ee59fc486a45a040af3ec2877d45107786c', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'キンキバス', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市東住吉区公園南矢田２丁目３−２５', 'GovernmentCode': '27121', 'AddressMatchingLevel': '6', 'Tel1': '06-4700-0124', 'Genre': [{'Code': '0306004', 'Name': 'バス'}, {'Code': '0306002', 'Name': 'レンタカー'}], 'Station': [{'Id': '26228', 'SubId': '2622801', 'Name': '矢田(大阪府)', 'Railway': '近畿日本鉄道', 'Exit': '出口1', 'ExitId': '12087', 'Distance': '1118', 'Time': '13'}, {'Id': '26090', 'SubId': '2609001', 'Name': '長居(大阪市営)', 'Railway': '大阪市営御堂筋線', 'Exit': '4', 'ExitId': '11145', 'Distance': '1297', 'Time': '16'}, {'Id': '26090', 'SubId': '2609001', 'Name': '長居(大阪市営)', 'Railway': '大阪市営御堂筋線', 'Exit': '3', 'ExitId': '11144', 'Distance': '1305', 'Time': '16'}], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '2'}","135.522718055556,34.604178055556"
22730918225,0q9oBMmCSbY,国際遊覧観光株式会社,"{'Type': 'point', 'Coordinates': '135.639417777778,34.511176111111'}",[],,[],"{'Uid': '5dc187c20dccf51db88746ee94a16c5584f414c2', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'コクサイユウランカンコウ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府南河内郡太子町大字葉室１３６４−１', 'GovernmentCode': '27381', 'AddressMatchingLevel': '3', 'Tel1': '0721-80-4116', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [], 'SmartPhoneCouponFlag': 'false'}","135.639417777778,34.511176111111"
22730921574,7N0Y2s9Sb-Q,有限会社赤心　観光バス事業部,"{'Type': 'point', 'Coordinates': '135.642211666667,34.528415833333'}",[],,[],"{'Uid': '7f3b6d84e6092ceac46d1a91962fa84429d79c21', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'セキシンカンコウバスジギョウブ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府南河内郡太子町大字春日１５９−１', 'GovernmentCode': '27381', 'AddressMatchingLevel': '6', 'Tel1': '0721-26-7768', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '25877', 'SubId': '2587701', 'Name': '上ノ太子', 'Railway': '近畿日本鉄道', 'Exit': '出口', 'ExitId': '10233', 'Distance': '733', 'Time': '9'}], 'SmartPhoneCouponFlag': 'false'}","135.642211666667,34.528415833333"
22730924927,RlhhpEPlTxA,大阪コンビナートバス株式会社,"{'Type': 'point', 'Coordinates': '135.400490000000,34.479676388889'}",[],,[],"{'Uid': '03a097928123dfa17b3bf8d5f33b2ebe15ad3bac', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'オオサカコンビナートバス', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府岸和田市吉井町２丁目２３−１', 'GovernmentCode': '27202', 'AddressMatchingLevel': '6', 'Tel1': '072-444-6060', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '26134', 'SubId': '2613401', 'Name': '春木', 'Railway': '南海電気鉄道', 'Exit': '東出口', 'ExitId': '11604', 'Distance': '1068', 'Time': '13'}, {'Id': '26028', 'SubId': '2602801', 'Name': '忠岡', 'Railway': '南海電気鉄道', 'Exit': '東出口', 'ExitId': '10882', 'Distance': '1199', 'Time': '14'}, {'Id': '26134', 'SubId': '2613401', 'Name': '春木', 'Railway': '南海電気鉄道', 'Exit': '西出口', 'ExitId': '11603', 'Distance': '1200', 'Time': '15'}], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.400490000000,34.479676388889"
22730930776,W9LGXWD2JVU,ＫＯＷＡ・ＥＸＰＲＥＳＳ関西空港支店,"{'Type': 'point', 'Coordinates': '135.409661388889,34.476635277778'}",[],,[],"{'Uid': '294c4a88f90ce396b1812c37757044794a6e7d03', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'コーワエクスプレスカンサイクウコウシテン', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府岸和田市箕土路町１丁目１７−１１', 'GovernmentCode': '27202', 'AddressMatchingLevel': '5', 'Tel1': '0120-373508', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '25928', 'SubId': '2592801', 'Name': '久米田', 'Railway': 'JR在来線', 'Exit': '出口', 'ExitId': '10572', 'Distance': '1750', 'Time': '20'}, {'Id': '26028', 'SubId': '2602801', 'Name': '忠岡', 'Railway': '南海電気鉄道', 'Exit': '東出口', 'ExitId': '10882', 'Distance': '1874', 'Time': '22'}, {'Id': '26028', 'SubId': '2602801', 'Name': '忠岡', 'Railway': '南海電気鉄道', 'Exit': '西出口', 'ExitId': '10881', 'Distance': '1912', 'Time': '22'}], 'SmartPhoneCouponFlag': 'false'}","135.409661388889,34.476635277778"
22730930891,lutU_UnGHe2,有限会社はまゆう観光,"{'Type': 'point', 'Coordinates': '135.433128888889,34.455143888889'}",[],,[],"{'Uid': '2311ee422d976748561985d2f9f99b8412b00b1c', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'ハマユウカンコウ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府岸和田市三田町３２２−１', 'GovernmentCode': '27202', 'AddressMatchingLevel': '6', 'Tel1': '072-444-6677', 'Genre': [{'Code': '0306004', 'Name': 'バス'}, {'Code': '0307001', 'Name': '旅行代理店'}], 'Station': [], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.433128888889,34.455143888889"
22730941785,nRY7osFUkTI,大阪バス事業協同組合,"{'Type': 'point', 'Coordinates': '135.548495000000,34.652178611111'}",[],,[],"{'Uid': 'd901307051593154261fcdc875393d61a32fe749', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'オオサカバスジギョウキョウドウクミアイ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府大阪市生野区巽中１丁目１−３', 'GovernmentCode': '27116', 'AddressMatchingLevel': '6', 'Tel1': '06-6754-2323', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [{'Id': '25912', 'SubId': '2591201', 'Name': '北巽', 'Railway': '大阪市営千日前線', 'Exit': '5', 'ExitId': '10316', 'Distance': '687', 'Time': '8'}, {'Id': '25912', 'SubId': '2591201', 'Name': '北巽', 'Railway': '大阪市営千日前線', 'Exit': '3', 'ExitId': '10314', 'Distance': '762', 'Time': '9'}, {'Id': '25912', 'SubId': '2591201', 'Name': '北巽', 'Railway': '大阪市営千日前線', 'Exit': '4', 'ExitId': '10315', 'Distance': '768', 'Time': '9'}], 'SmartPhoneCouponFlag': 'false'}","135.548495000000,34.652178611111"
22730944086,-ECV_yx3DHc,株式会社クレベ　ＫＲ観光バス事業部,"{'Type': 'point', 'Coordinates': '135.597576944444,34.770905555556'}",[],,[],"{'Uid': '793ad64c0e1d21a84f05f6152ec896c4f7dc88a3', 'CassetteId': 'd8a23e9e64a4c817227ab09858bc1330', 'Yomi': 'クレベケイアールカンコウバスジギョウブ', 'Country': {'Code': 'JP', 'Name': '日本'}, 'Address': '大阪府寝屋川市仁和寺本町２丁目１−４', 'GovernmentCode': '27215', 'AddressMatchingLevel': '6', 'Tel1': '072-839-3335', 'Genre': [{'Code': '0306004', 'Name': 'バス'}], 'Station': [], 'SmartPhoneCouponFlag': 'false', 'KeepCount': '1'}","135.597576944444,34.770905555556"
